gameid,venue,gameType,season,period_count,period_type,home_id,home_goals,home_sog,home_faceoffWinningPctg,home_powerPlayConversion,home_pim,home_hits,home_blocks,away_id,away_goals,away_sog,away_faceoffWinningPctg,away_powerPlayConversion,away_pim,away_hits,away_blocks
2023020020,Canada Life Centre,2,20232024,3,REG,52,6,35,0.602941,2/6,21,16,16,13,4,33,0.397059,1/7,19,16,10
2023020021,TD Garden,2,20232024,3,REG,6,3,30,0.421875,2/5,14,30,16,18,2,36,0.578125,0/7,10,33,21
2023020022,Nationwide Arena,2,20232024,3,REG,29,5,21,0.423729,1/1,6,25,27,3,3,42,0.576271,1/3,2,23,12
2023020023,Little Caesars Arena,2,20232024,3,REG,17,6,42,0.46,0/1,6,22,21,14,4,25,0.54,1/2,4,27,11
2023020024,Centre Bell,2,20232024,3,REG,8,3,36,0.75,0/2,20,15,20,16,2,30,0.25,0/7,8,23,21
2023020025,PPG Paints Arena,2,20232024,3,REG,5,5,29,0.46875,0/3,8,19,24,20,2,36,0.53125,1/3,6,12,5
2023020026,Scotiabank Arena,2,20232024,3,REG,10,7,33,0.514286,2/3,9,26,19,30,4,32,0.485714,0/1,13,41,10
2023020027,UBS Arena,2,20232024,3,REG,2,3,29,0.646154,0/3,4,32,15,7,2,28,0.353846,0/2,6,25,16
2023020028,Enterprise Center,2,20232024,5,SO,19,2,25,0.403846,0/4,2,21,17,55,1,31,0.596154,1/1,8,23,13
2023020029,Rogers Place,2,20232024,3,REG,22,3,40,0.482759,2/7,6,39,9,23,4,16,0.517241,1/3,14,36,25
2023020030,SAP Center at San Jose,2,20232024,5,SO,28,1,21,0.578125,0/4,10,26,27,21,2,52,0.421875,0/5,8,20,18
2023020031,T-Mobile Arena,2,20232024,3,REG,54,4,38,0.517857,2/6,17,22,14,24,1,23,0.482143,0/3,22,29,18
2023020032,Crypto.com Arena,2,20232024,5,SO,26,5,30,0.529412,2/7,10,24,14,12,6,19,0.470588,0/4,16,13,17
2023020033,Canadian Tire Centre,2,20232024,3,REG,9,5,38,0.423729,0/2,6,17,15,14,2,24,0.576271,0/2,8,26,15
2023020034,Honda Center,2,20232024,3,REG,24,6,25,0.5,0/2,28,16,29,12,3,35,0.5,2/6,20,13,9
2023020035,Nationwide Arena,2,20232024,3,REG,29,0,23,0.327273,0/4,15,15,10,17,4,28,0.672727,2/5,13,11,13
2023020036,Prudential Center,2,20232024,3,REG,1,3,34,0.483871,2/5,10,40,9,13,4,30,0.516129,1/4,12,31,22
2023020037,Madison Square Garden,2,20232024,3,REG,3,2,28,0.458333,1/3,38,23,15,53,1,27,0.541667,1/5,44,20,14
2023020038,Scotiabank Arena,2,20232024,3,REG,10,1,36,0.627119,0/3,13,27,23,16,4,31,0.372881,1/4,11,42,28
2023020039,Capital One Arena,2,20232024,5,SO,15,3,23,0.387097,0/3,10,17,20,20,2,40,0.612903,1/5,6,11,14
2023020040,KeyBank Center,2,20232024,4,OT,7,3,31,0.509434,0/3,13,14,12,14,2,25,0.490566,0/4,11,20,10
2023020041,Centre Bell,2,20232024,3,REG,8,2,28,0.545455,0/5,40,29,20,30,5,35,0.454545,3/8,44,10,7
2023020042,Wells Fargo Center,2,20232024,3,REG,4,2,42,0.5,0/4,20,15,15,23,0,26,0.5,0/3,22,21,11
2023020043,UBS Arena,2,20232024,3,REG,2,1,34,0.66,1/3,8,28,14,53,0,14,0.34,0/3,8,18,13
2023020044,Bridgestone Arena,2,20232024,3,REG,18,1,44,0.508197,1/3,11,28,10,22,6,30,0.491803,2/3,11,26,13
2023020045,Canada Life Centre,2,20232024,3,REG,52,1,27,0.54717,0/4,29,24,9,26,5,29,0.45283,1/5,17,20,17
2023020046,Climate Pledge Arena,2,20232024,3,REG,55,1,38,0.580645,0/4,11,22,15,21,4,28,0.419355,0/2,15,11,22
2023020047,SAP Center at San Jose,2,20232024,3,REG,28,3,16,0.469697,2/6,14,13,32,12,6,42,0.530303,3/7,22,12,10
2023020048,T-Mobile Arena,2,20232024,5,SO,54,3,34,0.478873,0/4,14,49,19,25,2,26,0.521127,0/2,18,23,17
2023020049,Canadian Tire Centre,2,20232024,3,REG,9,6,29,0.603774,1/5,13,16,14,15,1,24,0.396226,0/2,19,20,22
2023020050,Little Caesars Arena,2,20232024,3,REG,17,6,29,0.45614,2/3,13,14,20,5,3,33,0.54386,0/3,13,14,8
2023020051,KeyBank Center,2,20232024,3,REG,7,3,27,0.446154,1/5,12,22,12,20,4,36,0.553846,0/5,12,12,17
2023020052,Amerant Bank Arena,2,20232024,3,REG,13,3,24,0.571429,0/4,10,23,26,10,1,30,0.428571,1/5,8,31,17
2023020053,Madison Square Garden,2,20232024,3,REG,3,1,24,0.54,1/4,8,33,10,18,4,27,0.46,2/4,8,25,21
2023020054,Wells Fargo Center,2,20232024,3,REG,4,4,32,0.522388,0/4,4,16,19,22,1,23,0.477612,0/2,8,17,6
2023020055,Amalie Arena,2,20232024,3,REG,14,4,36,0.457627,2/3,7,18,23,23,3,29,0.542373,0/1,11,21,11
2023020056,Xcel Energy Center,2,20232024,3,REG,30,3,32,0.606061,0/4,0,28,13,26,7,27,0.393939,0/0,8,22,8
2023020057,Enterprise Center,2,20232024,3,REG,19,2,26,0.445946,0/2,8,26,14,53,6,42,0.554054,3/4,14,15,9
2023020058,Canada Life Centre,2,20232024,3,REG,52,3,39,0.404255,1/2,4,25,22,54,5,27,0.595745,2/2,4,23,17
2023020059,Honda Center,2,20232024,3,REG,24,2,29,0.365385,0/4,10,27,12,25,3,24,0.634615,2/5,8,18,19
2023020060,Climate Pledge Arena,2,20232024,3,REG,55,7,36,0.544118,2/4,9,23,19,12,4,36,0.455882,1/2,13,16,17
2023020061,Ball Arena,2,20232024,3,REG,21,4,41,0.528302,1/3,8,9,9,16,0,18,0.471698,0/4,6,17,16
2023020062,SAP Center at San Jose,2,20232024,3,REG,28,1,27,0.532258,0/3,2,27,10,6,3,36,0.467742,0/1,6,15,18
2023020063,Nationwide Arena,2,20232024,3,REG,29,3,29,0.574074,0/2,11,9,17,20,1,37,0.425926,0/2,24,23,18
2023020064,UBS Arena,2,20232024,4,OT,2,4,32,0.516667,0/2,12,28,24,1,5,39,0.483333,4/5,6,15,9
2023020065,Canadian Tire Centre,2,20232024,3,REG,9,2,37,0.618182,1/6,21,25,11,17,5,23,0.381818,3/5,23,23,17
2023020066,Mullett Arena,2,20232024,3,REG,53,2,27,0.590909,1/5,15,24,16,24,1,33,0.409091,1/3,19,34,16
2023020067,KeyBank Center,2,20232024,3,REG,7,3,42,0.678571,0/3,11,19,12,2,1,25,0.321429,0/3,11,44,22
2023020068,Amerant Bank Arena,2,20232024,3,REG,13,3,36,0.528302,0/2,6,31,13,23,5,31,0.471698,2/3,4,28,16
2023020069,Centre Bell,2,20232024,4,OT,8,3,28,0.584906,1/6,10,22,17,15,2,33,0.415094,0/5,12,20,19
2023020070,Amalie Arena,2,20232024,4,OT,14,3,31,0.587302,2/4,4,15,15,10,4,52,0.412698,0/2,8,14,20
2023020071,United Center,2,20232024,3,REG,16,3,24,0.423729,1/5,10,23,18,54,5,24,0.576271,2/5,10,27,16
2023020072,American Airlines Center,2,20232024,4,OT,25,5,25,0.536232,0/3,9,17,17,4,4,40,0.463768,0/1,23,27,16
2023020073,Xcel Energy Center,2,20232024,4,OT,30,4,28,0.344262,0/3,6,16,23,29,5,54,0.655738,1/3,6,9,27
2023020074,Bridgestone Arena,2,20232024,3,REG,18,5,34,0.438596,2/5,9,19,20,28,1,32,0.561404,0/2,15,18,13
2023020075,Enterprise Center,2,20232024,3,REG,19,4,21,0.48,0/2,4,25,25,5,2,33,0.52,0/2,4,11,9
2023020076,Ball Arena,2,20232024,3,REG,21,6,27,0.516129,3/5,10,12,13,12,4,27,0.483871,1/5,10,14,7
2023020077,Rogers Place,2,20232024,4,OT,22,2,40,0.515152,1/4,17,22,13,52,3,27,0.484848,1/5,15,17,9
2023020078,Climate Pledge Arena,2,20232024,3,REG,55,1,19,0.444444,0/3,21,29,7,3,4,27,0.555556,0/1,15,30,16
2023020079,Crypto.com Arena,2,20232024,3,REG,26,2,34,0.52,1/6,13,21,14,6,4,25,0.48,1/4,17,33,21
2023020080,Little Caesars Arena,2,20232024,3,REG,17,6,30,0.561404,0/5,4,6,9,20,2,31,0.438596,0/2,10,16,12
2023020081,Honda Center,2,20232024,3,REG,24,1,31,0.5,0/3,12,27,14,6,3,26,0.5,0/5,8,23,11
2023020082,KeyBank Center,2,20232024,3,REG,7,1,37,0.472727,1/5,6,26,10,8,3,27,0.527273,1/3,10,34,17
2023020083,Capital One Arena,2,20232024,3,REG,15,1,38,0.465116,1/3,6,17,14,10,4,17,0.534884,2/3,6,14,13
2023020084,Nationwide Arena,2,20232024,4,OT,29,2,37,0.385965,1/7,8,12,16,24,3,27,0.614035,0/4,14,22,21
2023020085,Canadian Tire Centre,2,20232024,3,REG,9,4,38,0.567164,1/5,27,24,9,7,6,24,0.432836,1/2,31,19,16
2023020086,Amalie Arena,2,20232024,3,REG,14,3,23,0.519231,1/4,17,13,17,12,0,32,0.480769,0/4,37,11,6
2023020087,Centre Bell,2,20232024,3,REG,8,2,29,0.366667,1/4,8,14,20,1,5,34,0.633333,2/4,8,20,12
2023020088,PPG Paints Arena,2,20232024,3,REG,5,1,39,0.532258,0/3,6,15,9,25,4,34,0.467742,0/2,8,12,19
2023020089,Amerant Bank Arena,2,20232024,3,REG,13,3,36,0.38,1/4,6,25,10,28,1,28,0.62,1/3,8,27,23
2023020090,UBS Arena,2,20232024,3,REG,2,4,32,0.62069,1/5,10,26,20,21,7,38,0.37931,1/3,12,5,11
2023020091,Little Caesars Arena,2,20232024,4,OT,17,4,27,0.482759,3/6,12,25,20,55,5,38,0.517241,2/5,14,24,16
2023020092,United Center,2,20232024,3,REG,16,0,23,0.492308,0/3,10,15,13,6,3,43,0.507692,0/4,8,16,13
2023020093,Canada Life Centre,2,20232024,3,REG,52,4,30,0.351852,0/3,8,16,9,19,2,20,0.648148,1/4,6,23,17
2023020094,Xcel Energy Center,2,20232024,3,REG,30,7,32,0.4,0/3,17,25,16,22,4,28,0.6,1/5,13,17,13
2023020095,Bridgestone Arena,2,20232024,3,REG,18,2,18,0.55102,0/3,2,24,23,23,3,24,0.44898,0/1,6,27,15
2023020096,Scotiabank Saddledome,2,20232024,3,REG,20,1,26,0.603774,0/4,10,16,10,3,3,20,0.396226,2/5,8,15,23
2023020097,Crypto.com Arena,2,20232024,3,REG,26,6,28,0.527027,1/4,8,22,10,53,3,27,0.472973,1/4,18,15,13
2023020098,T-Mobile Arena,2,20232024,3,REG,54,3,29,0.564516,0/3,4,20,18,4,2,28,0.435484,0/2,6,22,29
2023020099,Prudential Center,2,20232024,3,REG,1,4,22,0.541667,0/1,6,33,11,15,6,25,0.458333,1/3,2,25,19
2023020100,TD Garden,2,20232024,4,OT,6,3,30,0.525424,1/3,12,25,12,24,4,32,0.474576,0/5,8,26,14
2023020101,PNC Arena,2,20232024,4,OT,12,3,45,0.561644,0/1,2,18,13,55,2,26,0.438356,0/1,2,20,19
2023020102,Little Caesars Arena,2,20232024,3,REG,17,1,36,0.534483,0/2,6,26,16,52,4,29,0.465517,0/3,4,14,18
2023020103,Centre Bell,2,20232024,4,OT,8,4,29,0.462963,2/5,17,25,24,29,3,36,0.537037,2/4,19,18,23
2023020104,Wells Fargo Center,2,20232024,3,REG,4,6,35,0.528302,2/3,9,19,16,30,2,28,0.471698,0/2,11,12,15
2023020105,PPG Paints Arena,2,20232024,3,REG,5,4,29,0.606557,0/2,10,18,14,21,0,31,0.393443,0/5,4,19,9
2023020106,Amalie Arena,2,20232024,3,REG,14,6,31,0.384615,1/4,6,24,11,28,0,23,0.615385,0/2,10,32,20
2023020107,UBS Arena,2,20232024,3,REG,2,3,38,0.477612,1/4,21,26,16,9,2,47,0.522388,1/8,15,14,21
2023020108,American Airlines Center,2,20232024,3,REG,25,1,32,0.45614,0/2,8,19,13,10,4,24,0.54386,1/4,4,10,23
2023020109,Scotiabank Saddledome,2,20232024,3,REG,20,0,27,0.545455,0/2,17,16,13,19,3,35,0.454545,0/4,13,19,11
2023020110,Rogers Place,2,20232024,3,REG,22,0,29,0.415094,0/2,6,19,13,3,3,32,0.584906,1/3,4,20,18
2023020111,T-Mobile Arena,2,20232024,4,OT,54,3,21,0.615385,0/4,2,23,16,16,4,24,0.384615,1/1,8,24,15
2023020112,PNC Arena,2,20232024,3,REG,12,3,40,0.442857,1/4,6,20,11,28,0,20,0.557143,0/2,10,20,19
2023020113,Prudential Center,2,20232024,3,REG,1,5,39,0.607143,1/4,21,14,12,7,4,27,0.392857,0/2,16,16,21
2023020114,Capital One Arena,2,20232024,5,SO,15,3,33,0.528302,1/3,12,9,16,30,2,41,0.471698,0/5,8,13,15
2023020115,Mullett Arena,2,20232024,3,REG,53,4,24,0.478261,0/2,10,30,20,26,5,41,0.521739,1/5,4,25,9
2023020116,Rogers Arena,2,20232024,3,REG,23,5,35,0.527273,0/4,10,12,2,19,0,22,0.472727,0/2,14,29,18
2023020117,Wells Fargo Center,2,20232024,3,REG,4,4,30,0.625,1/4,9,13,12,24,7,25,0.375,2/2,13,14,19
2023020118,Amerant Bank Arena,2,20232024,3,REG,13,3,37,0.477612,1/1,2,22,9,55,2,33,0.522388,0/1,2,22,15
2023020119,TD Garden,2,20232024,3,REG,6,4,31,0.478261,1/4,10,32,22,17,1,24,0.521739,0/4,10,33,10
2023020120,Nationwide Arena,2,20232024,3,REG,29,0,34,0.425,0/3,6,10,15,2,2,34,0.575,0/3,6,14,19
2023020121,Centre Bell,2,20232024,5,SO,8,4,29,0.4,1/2,13,22,19,52,3,45,0.6,0/4,9,11,10
2023020122,Bridgestone Arena,2,20232024,4,OT,18,3,24,0.457627,2/5,8,28,21,10,2,35,0.542373,1/4,10,20,13
2023020123,PPG Paints Arena,2,20232024,3,REG,5,2,43,0.508475,0/2,6,29,10,9,5,26,0.491525,1/3,4,19,22
2023020124,Rogers Arena,2,20232024,4,OT,23,3,33,0.428571,1/6,12,21,11,3,4,24,0.571429,3/6,12,19,18
2023020125,Crypto.com Arena,2,20232024,5,SO,26,3,40,0.574074,0/4,11,20,11,54,4,30,0.425926,1/3,13,23,24
2023020126,KeyBank Center,2,20232024,3,REG,7,4,29,0.491228,0/3,12,9,21,21,0,23,0.508772,0/6,16,28,9
2023020127,Prudential Center,2,20232024,3,REG,1,4,30,0.45098,2/3,12,10,19,30,3,34,0.54902,1/6,6,14,16
2023020128,Capital One Arena,2,20232024,3,REG,15,3,42,0.52459,0/3,0,27,20,28,1,31,0.47541,0/0,6,23,24
2023020129,"Commonwealth Stadium, Edmonton",2,20232024,3,REG,22,5,33,0.555556,0/2,12,36,15,20,2,26,0.444444,2/6,4,29,12
2023020130,TD Garden,2,20232024,4,OT,6,3,26,0.438596,0/1,9,26,22,13,2,37,0.561404,0/3,2,32,19
2023020131,Wells Fargo Center,2,20232024,3,REG,4,2,28,0.290909,0/5,2,23,10,12,3,32,0.709091,1/1,10,13,4
2023020132,PPG Paints Arena,2,20232024,3,REG,5,3,42,0.704918,2/7,6,11,13,24,4,27,0.295082,1/3,14,18,27
2023020133,Amalie Arena,2,20232024,4,OT,14,3,37,0.6,1/2,6,21,14,55,4,43,0.4,2/3,4,22,19
2023020134,UBS Arena,2,20232024,4,OT,2,3,40,0.515152,1/2,14,25,16,17,4,36,0.484848,0/2,4,12,12
2023020135,Canada Life Centre,2,20232024,4,OT,52,2,29,0.440678,0/3,6,18,12,3,3,26,0.559322,1/3,6,31,23
2023020136,American Airlines Center,2,20232024,3,REG,25,5,33,0.581818,0/3,6,12,17,29,3,25,0.418182,0/3,6,19,15
2023020137,Mullett Arena,2,20232024,3,REG,53,8,33,0.440678,1/4,16,17,21,16,1,30,0.559322,0/2,20,33,10
2023020138,T-Mobile Arena,2,20232024,5,SO,54,3,25,0.4,1/3,8,26,18,8,2,39,0.6,0/4,6,21,11
2023020139,Scotiabank Arena,2,20232024,3,REG,10,1,30,0.574074,1/4,18,21,14,26,4,27,0.425926,1/4,8,19,9
2023020140,Rogers Arena,2,20232024,3,REG,23,5,27,0.617021,1/3,8,32,12,18,2,29,0.382979,0/4,6,20,12
2023020141,Wells Fargo Center,2,20232024,3,REG,4,2,40,0.540984,0/3,4,33,12,7,5,15,0.459016,0/2,6,18,18
2023020142,Scotiabank Saddledome,2,20232024,3,REG,20,3,47,0.536232,1/5,4,18,13,25,4,30,0.463768,0/2,10,20,18
2023020143,Ball Arena,2,20232024,3,REG,21,4,28,0.492308,1/3,8,15,10,19,1,28,0.507692,0/4,6,19,14
2023020144,Honda Center,2,20232024,4,OT,24,4,29,0.418182,2/4,15,32,18,53,3,35,0.581818,0/4,25,11,7
2023020145,TD Garden,2,20232024,5,SO,6,3,40,0.660714,0/2,4,27,15,10,2,35,0.339286,0/2,4,32,20
2023020146,Nationwide Arena,2,20232024,3,REG,29,4,28,0.454545,0/4,8,12,22,14,2,29,0.545455,0/3,10,17,17
2023020147,Little Caesars Arena,2,20232024,3,REG,17,0,22,0.338983,0/5,10,30,20,13,2,27,0.661017,0/5,10,10,11
2023020148,Madison Square Garden,2,20232024,3,REG,3,2,26,0.516129,1/5,4,21,20,12,1,27,0.483871,1/2,10,13,10
2023020149,Canadian Tire Centre,2,20232024,3,REG,9,2,26,0.589286,1/3,8,28,21,26,3,38,0.410714,1/4,6,25,12
2023020150,Capital One Arena,2,20232024,3,REG,15,0,32,0.481481,0/3,4,14,6,2,3,21,0.518519,0/2,6,27,23
2023020151,Xcel Energy Center,2,20232024,3,REG,30,3,25,0.367347,1/2,10,26,12,1,5,38,0.632653,3/5,4,13,11
2023020152,Rogers Place,2,20232024,3,REG,22,3,49,0.60274,0/4,4,24,13,25,4,27,0.39726,1/2,8,21,25
2023020153,Mullett Arena,2,20232024,3,REG,53,3,35,0.365079,1/4,10,19,10,8,2,30,0.634921,1/5,8,22,25
2023020154,Climate Pledge Arena,2,20232024,3,REG,55,4,31,0.431373,1/4,10,20,13,18,2,34,0.568627,2/5,10,26,20
2023020155,T-Mobile Arena,2,20232024,3,REG,54,5,26,0.519231,2/4,10,31,22,52,2,31,0.480769,1/5,10,23,7
2023020156,SAP Center at San Jose,2,20232024,3,REG,28,1,31,0.530303,1/3,15,20,20,23,10,33,0.469697,4/5,11,12,13
2023020157,KeyBank Center,2,20232024,3,REG,7,1,22,0.6,0/2,11,21,21,4,5,19,0.4,0/2,11,24,13
2023020158,Enterprise Center,2,20232024,3,REG,19,4,35,0.388889,0/2,4,33,8,1,1,34,0.611111,0/1,6,11,13
2023020159,Rogers Place,2,20232024,3,REG,22,2,35,0.33871,2/3,10,33,6,18,5,34,0.66129,1/4,8,25,16
2023020160,Mullett Arena,2,20232024,3,REG,53,3,25,0.490196,1/3,6,11,22,52,5,27,0.509804,1/3,6,16,10
2023020161,Little Caesars Arena,2,20232024,3,REG,17,5,40,0.467742,2/8,20,25,16,6,4,30,0.532258,1/4,32,22,22
2023020162,Canadian Tire Centre,2,20232024,3,REG,9,4,28,0.447761,1/4,11,19,16,14,6,38,0.552239,1/3,13,32,16
2023020163,Wells Fargo Center,2,20232024,3,REG,4,0,24,0.415094,0/4,10,28,11,26,5,30,0.584906,1/5,8,14,14
2023020164,Enterprise Center,2,20232024,3,REG,19,6,35,0.507937,0/0,8,25,12,8,3,33,0.492063,1/4,2,15,14
2023020165,Scotiabank Arena,2,20232024,3,REG,10,4,28,0.688525,1/4,6,34,14,7,6,41,0.311475,1/3,8,22,18
2023020166,Capital One Arena,2,20232024,3,REG,15,2,27,0.490909,0/3,10,25,25,29,1,35,0.509091,0/4,8,14,13
2023020167,UBS Arena,2,20232024,4,OT,2,3,25,0.469697,0/1,8,21,28,12,4,46,0.530303,1/3,4,22,7
2023020168,United Center,2,20232024,3,REG,16,5,25,0.442308,1/3,8,23,29,13,2,40,0.557692,1/3,8,23,7
2023020169,Xcel Energy Center,2,20232024,5,SO,30,5,39,0.408163,0/4,2,20,16,3,4,18,0.591837,0/1,8,20,32
2023020170,Climate Pledge Arena,2,20232024,3,REG,55,3,20,0.6,1/3,6,13,10,20,6,31,0.4,1/2,9,24,16
2023020171,SAP Center at San Jose,2,20232024,3,REG,28,2,26,0.438596,2/6,8,45,21,5,10,35,0.561404,2/4,12,16,12
2023020172,Rogers Arena,2,20232024,3,REG,23,2,28,0.6,0/5,11,24,13,25,0,27,0.4,0/3,15,17,13
2023020173,T-Mobile Arena,2,20232024,3,REG,54,7,34,0.513158,1/4,12,22,26,21,0,41,0.486842,0/3,14,31,10
2023020174,United Center,2,20232024,3,REG,16,2,34,0.537313,0/2,6,26,16,1,4,41,0.462687,1/3,4,21,13
2023020175,Honda Center,2,20232024,3,REG,24,4,23,0.54,1/2,10,16,14,54,2,32,0.46,0/4,6,18,16
2023020176,Amerant Bank Arena,2,20232024,4,OT,13,5,46,0.519231,0/1,6,12,23,29,4,23,0.480769,1/2,4,43,30
2023020177,Scotiabank Arena,2,20232024,4,OT,10,6,34,0.457627,0/3,6,34,14,14,5,31,0.542373,2/3,6,38,12
2023020178,American Airlines Center,2,20232024,3,REG,25,2,37,0.453125,0/3,8,22,17,6,3,29,0.546875,1/4,6,10,17
2023020179,Rogers Arena,2,20232024,3,REG,23,6,36,0.452055,3/6,8,28,19,22,2,43,0.547945,1/3,24,29,11
2023020180,PNC Arena,2,20232024,4,OT,12,3,27,0.595745,1/4,8,23,7,7,2,21,0.404255,1/4,8,14,20
2023020181,Centre Bell,2,20232024,3,REG,8,3,26,0.526316,1/6,19,24,12,14,5,32,0.473684,2/5,21,17,17
2023020182,UBS Arena,2,20232024,3,REG,2,2,29,0.517857,1/5,12,20,11,30,4,31,0.482143,1/4,14,23,22
2023020183,Madison Square Garden,2,20232024,3,REG,3,5,32,0.584906,2/3,12,25,9,17,3,28,0.415094,0/6,6,16,9
2023020184,Enterprise Center,2,20232024,3,REG,19,2,22,0.461538,0/1,8,14,10,52,5,37,0.538462,2/3,4,10,8
2023020185,Mullett Arena,2,20232024,5,SO,53,4,27,0.5,2/4,10,28,15,55,3,38,0.5,1/3,12,30,11
2023020186,Scotiabank Saddledome,2,20232024,3,REG,20,4,39,0.545455,0/3,4,19,15,18,2,18,0.454545,0/2,6,17,19
2023020187,Honda Center,2,20232024,3,REG,24,0,31,0.469697,0/3,4,23,14,5,2,36,0.530303,0/2,6,11,14
2023020188,Ball Arena,2,20232024,3,REG,21,6,32,0.426471,1/5,21,22,16,1,3,23,0.573529,2/6,12,13,16
2023020189,SAP Center at San Jose,2,20232024,3,REG,28,2,19,0.698113,1/5,37,19,17,4,1,39,0.301887,0/4,37,12,23
2023020190,Scotiabank Arena,2,20232024,3,REG,10,3,30,0.5625,1/2,6,49,12,9,6,31,0.4375,1/3,4,31,14
2023020191,Capital One Arena,2,20232024,4,OT,15,3,28,0.431034,0/2,2,27,13,13,4,25,0.568966,0/1,4,26,15
2023020192,T-Mobile Arena,2,20232024,3,REG,54,1,38,0.557377,0/2,8,17,28,26,4,33,0.442623,2/4,4,13,17
2023020193,TD Garden,2,20232024,3,REG,6,5,35,0.442308,2/3,2,26,19,2,2,29,0.557692,1/1,6,28,15
2023020194,Nationwide Arena,2,20232024,3,REG,29,2,29,0.507937,0/1,6,18,20,25,5,31,0.492063,0/2,4,6,9
2023020195,Little Caesars Arena,2,20232024,4,OT,17,2,29,0.465517,0/4,22,19,12,8,3,27,0.534483,2/5,10,21,14
2023020196,Madison Square Garden,2,20232024,3,REG,3,4,28,0.586957,1/1,7,32,15,30,1,26,0.413043,0/1,7,21,14
2023020197,Canadian Tire Centre,2,20232024,3,REG,9,2,30,0.583333,0/2,6,28,19,23,5,16,0.416667,1/3,4,26,15
2023020198,Amalie Arena,2,20232024,3,REG,14,3,33,0.641791,1/4,22,26,6,16,5,29,0.358209,1/5,8,16,20
2023020199,Enterprise Center,2,20232024,3,REG,19,2,33,0.557377,0/7,4,21,12,53,1,20,0.442623,1/2,14,19,14
2023020200,Canada Life Centre,2,20232024,3,REG,52,6,37,0.482143,1/4,20,20,15,18,3,23,0.517857,0/5,28,15,14
2023020201,Ball Arena,2,20232024,3,REG,21,3,26,0.563636,0/3,10,27,13,55,4,22,0.436364,1/4,8,28,22
2023020202,Crypto.com Arena,2,20232024,4,OT,26,3,36,0.5,0/3,6,21,13,5,4,20,0.5,0/2,8,26,16
2023020203,SAP Center at San Jose,2,20232024,3,REG,28,3,18,0.568966,0/2,8,20,35,22,2,41,0.431034,0/4,4,21,12
2023020204,KeyBank Center,2,20232024,3,REG,7,3,25,0.272727,0/4,10,20,22,30,2,35,0.727273,2/5,8,31,18
2023020205,Amerant Bank Arena,2,20232024,3,REG,13,5,35,0.40625,0/2,6,23,23,12,2,30,0.59375,0/3,4,25,15
2023020206,Prudential Center,2,20232024,3,REG,1,2,26,0.508475,0/4,8,34,12,15,4,27,0.491525,0/4,8,19,18
2023020207,Scotiabank Arena,2,20232024,5,SO,10,5,36,0.592593,1/1,6,29,15,20,4,28,0.407407,0/2,4,25,19
2023020208,Honda Center,2,20232024,3,REG,24,3,38,0.507937,2/6,6,18,9,4,6,36,0.492063,0/3,12,13,21
2023020209,T-Mobile Arena,2,20232024,3,REG,54,5,39,0.440678,0/0,10,17,15,28,0,20,0.559322,0/4,2,29,16
2023020210,Little Caesars Arena,2,20232024,3,REG,17,5,28,0.615385,0/3,6,14,24,29,4,22,0.384615,0/3,6,16,15
2023020211,Canada Life Centre,2,20232024,3,REG,52,2,33,0.353846,0/3,8,14,16,25,3,29,0.646154,1/4,6,10,17
2023020212,Centre Bell,2,20232024,4,OT,8,3,27,0.547619,1/4,8,30,18,6,2,28,0.452381,1/4,8,15,17
2023020213,Canadian Tire Centre,2,20232024,3,REG,9,4,38,0.576271,1/5,6,23,19,20,1,25,0.423729,0/3,10,28,11
2023020214,Amalie Arena,2,20232024,3,REG,14,0,22,0.559322,0/3,11,24,11,12,4,32,0.440678,1/3,11,15,14
2023020215,Scotiabank Arena,2,20232024,3,REG,10,5,22,0.479167,0/2,42,27,17,23,2,33,0.520833,2/6,14,28,12
2023020216,UBS Arena,2,20232024,3,REG,2,1,37,0.5,0/1,2,23,11,15,4,28,0.5,0/1,2,20,32
2023020217,PPG Paints Arena,2,20232024,3,REG,5,4,39,0.638298,1/3,4,16,13,7,0,35,0.361702,0/2,6,20,15
2023020218,Bridgestone Arena,2,20232024,3,REG,18,5,42,0.470588,1/4,8,29,11,53,7,25,0.529412,2/4,8,25,16
2023020219,Ball Arena,2,20232024,3,REG,21,2,38,0.515152,0/3,8,20,12,19,8,42,0.484848,2/4,6,21,18
2023020220,Climate Pledge Arena,2,20232024,3,REG,55,1,18,0.542373,1/3,13,22,10,22,4,26,0.457627,1/3,13,13,13
2023020221,Crypto.com Arena,2,20232024,3,REG,26,2,37,0.563636,0/3,8,15,12,4,4,26,0.436364,0/4,6,27,20
2023020222,Amerant Bank Arena,2,20232024,3,REG,13,4,31,0.581818,2/4,6,25,10,16,3,26,0.418182,0/3,8,25,23
2023020223,Xcel Energy Center,2,20232024,3,REG,30,3,26,0.349206,1/5,30,19,16,25,8,37,0.650794,5/8,15,8,11
2023020224,Centre Bell,2,20232024,3,REG,8,2,32,0.428571,1/2,4,16,24,23,5,37,0.571429,0/2,4,19,17
2023020225,Madison Square Garden,2,20232024,5,SO,3,4,40,0.652174,0/3,6,19,12,29,3,28,0.347826,0/1,10,16,22
2023020226,Honda Center,2,20232024,3,REG,24,4,44,0.545455,2/5,18,21,10,28,1,26,0.454545,0/2,24,21,17
2023020227,Rogers Place,2,20232024,3,REG,22,4,32,0.545455,2/3,6,32,12,2,1,33,0.454545,0/3,6,30,21
